id_index,level,occ,race,server_id,deposit_year,deposit_his,role_count,'prediction margin','predicted class',class
8141,130,2,0,1007,0,664,1,-1,N,?
8142,130,20,0,1083,36,36,2,-1,N,?
8143,123,11,0,1034,36,36,2,-0.999427,N,?
8144,130,16,0,1056,2454,1986,1,-1,N,?
8145,130,16,0,1034,564,10466,1,-1,N,?
8146,130,2,0,1083,0,0,1,-0.908698,N,?
8147,130,15,0,1056,0,735,2,-1,N,?
8148,130,3,0,1034,0,735,2,-1,N,?
8149,130,10,0,1018,0,1508,1,-1,N,?
8150,130,16,0,1018,0,130,1,-1,N,?
8151,83,11,1,1083,0,0,2,0.956597,Y,?
8152,87,6,0,1083,0,0,2,0.778375,Y,?
8153,130,1,0,1018,200,3203,1,-1,N,?
8154,130,1,0,1054,30,1820,1,-1,N,?
8155,130,20,0,1083,44,44,1,-1,N,?
8156,130,16,0,1022,242,29353,1,-1,N,?
8157,100,2,0,1083,0,0,2,-0.129547,N,?
8158,103,2,0,1018,0,0,2,-0.293027,N,?
8159,130,2,0,1034,0,0,1,-0.366599,N,?
8160,79,3,0,1018,0,130,2,0.793427,Y,?
8161,130,3,0,1018,0,130,2,-0.739929,N,?
8162,130,6,0,1022,0,30,1,-0.728115,N,?
8163,107,5,1,1083,0,0,6,0.999996,Y,?
8164,130,9,0,1022,30,5863,2,-1,N,?
8165,130,2,0,1019,3230,5418,1,-1,N,?
8166,130,1,0,1018,0,210,1,-0.999969,N,?
8167,130,16,0,1018,0,1487,2,-1,N,?
8168,15,20,0,1018,0,1487,2,-1,N,?
8169,75,20,0,1007,0,0,1,-1,N,?
8170,22,3,0,1083,0,0,6,0.999889,Y,?
8171,75,3,0,1083,0,0,6,0.996482,Y,?
8172,75,3,0,1083,0,0,6,0.996482,Y,?
8173,76,3,0,1083,0,0,6,0.996219,Y,?
8174,75,3,0,1083,0,0,6,0.996482,Y,?
8175,77,3,0,1083,0,0,6,0.995936,Y,?
8176,116,6,0,1083,0,0,2,-0.10203,N,?
8177,67,13,0,1083,0,0,2,-0.999815,N,?
8178,130,10,0,1018,0,5381,1,-1,N,?
8179,130,2,0,1007,0,5284,1,-1,N,?
8180,75,15,1,1034,27,27,2,-0.99603,N,?
8181,128,20,0,1034,27,27,2,-1,N,?
8182,108,16,0,1078,50,50,1,-1,N,?
8183,16,1,0,1048,7584,23223,9,-1,N,?
8184,130,20,1,1048,7584,23223,9,-1,N,?
8185,84,17,0,1048,7584,23223,9,-1,N,?
8186,15,1,0,1048,7584,23223,9,-1,N,?
8187,130,17,0,1022,7584,23223,9,-1,N,?
8188,116,18,1,1034,7584,23223,9,-1,N,?
8189,77,19,0,1048,7584,23223,9,-1,N,?
8190,118,18,0,1034,7584,23223,9,-1,N,?
8191,61,1,0,1048,7584,23223,9,-1,N,?
8192,130,12,0,1034,30,345,2,-1,N,?
8193,130,2,0,1034,30,345,2,-0.998518,N,?
8194,120,16,0,1083,300,2498,1,-1,N,?
8195,130,18,0,1048,1870,10842,1,-1,N,?
8196,123,6,0,1083,86,1221,1,-1,N,?
8197,130,2,0,1054,218,538,1,-1,N,?
8198,10,2,0,1007,6,552,2,-1,N,?
8199,130,6,0,1007,6,552,2,-1,N,?
8200,114,20,0,1083,50,50,1,-1,N,?
8201,130,20,0,1056,0,0,6,-1,N,?
8202,92,6,0,1056,0,0,6,0.989951,Y,?
8203,98,20,0,1056,0,0,6,-1,N,?
8204,90,6,0,1056,0,0,6,0.991365,Y,?
8205,130,20,0,1056,0,0,6,-1,N,?
8206,119,20,0,1056,0,0,6,-1,N,?
8207,129,1,0,1007,0,0,1,-0.971592,N,?
8208,130,3,0,1018,0,0,1,0.08175,Y,?
8209,130,4,1,1048,0,1982,1,-1,N,?
8210,130,16,0,1048,0,2576,1,-1,N,?
8211,130,16,0,1034,0,350,1,-1,N,?
8212,130,16,0,1018,0,30,1,-1,N,?
8213,130,12,0,1007,0,40,1,-0.999979,N,?
8214,127,20,0,1048,0,0,3,-1,N,?
8215,128,20,0,1048,0,0,3,-1,N,?
8216,128,20,0,1048,0,0,3,-1,N,?
8217,130,20,0,1048,0,695,1,-1,N,?
8218,130,18,0,1018,0,50512,2,-1,N,?
8219,11,8,0,1018,0,50512,2,-1,N,?
8220,130,17,0,1018,0,0,1,-1,N,?
8221,130,2,0,1018,0,11147,1,-1,N,?
8222,130,16,1,1018,0,0,1,-1,N,?
8223,30,1,0,1056,0,3136,1,-1,N,?
8224,1,1,0,1019,178,214,10,0.998491,Y,?
8225,5,1,0,1048,178,214,10,0.997984,Y,?
8226,10,1,0,1007,178,214,10,0.997885,Y,?
8227,130,1,0,1034,178,214,10,0.290533,Y,?
8228,1,1,0,1083,178,214,10,0.99865,Y,?
8229,5,1,0,1022,178,214,10,0.998051,Y,?
8230,1,1,0,1078,178,214,10,0.998562,Y,?
8231,5,1,0,1054,178,214,10,0.99794,Y,?
8232,18,1,0,1018,178,214,10,0.999678,Y,?
8233,5,1,0,1056,178,214,10,0.99794,Y,?
8234,130,20,0,1022,250,31190,1,-1,N,?
8235,130,6,0,1034,100,182,1,-0.999588,N,?
8236,130,20,0,1019,5680,5716,1,-1,N,?
8237,130,6,0,1018,77,77,1,0.324717,Y,?
8238,130,6,0,1018,50,206,1,-0.994714,N,?
8239,130,6,0,1019,45,259,1,-0.999557,N,?
8240,6,1,0,1083,174,12284,9,-1,N,?
8241,42,18,0,1034,174,12284,9,-1,N,?
8242,11,1,0,1048,174,12284,9,-1,N,?
8243,6,1,0,1007,174,12284,9,-1,N,?
8244,5,1,0,1054,174,12284,9,-1,N,?
8245,8,17,0,1054,174,12284,9,-1,N,?
8246,7,1,0,1018,174,12284,9,-1,N,?
8247,27,1,0,1022,174,12284,9,-1,N,?
8248,42,11,1,1056,174,12284,9,-1,N,?
8249,130,16,0,1007,2192,4000,1,-1,N,?
8250,130,6,0,1022,0,4202,1,-1,N,?
8251,74,1,0,1054,0,70674,1,-1,N,?
8252,112,20,0,1048,0,0,1,-1,N,?
8253,130,4,0,1007,0,299,1,-0.99943,N,?
8254,130,1,0,1048,0,665,1,-1,N,?
8255,107,18,0,1048,0,0,2,-1,N,?
8256,130,16,0,1048,0,0,2,-1,N,?
8257,130,6,0,1056,0,2265,1,-1,N,?
8258,110,2,0,1048,0,0,1,-0.652144,N,?
8259,130,16,0,1034,0,0,1,-1,N,?
8260,107,5,1,1083,0,0,6,0.999996,Y,?
8261,130,16,0,1034,0,735,1,-1,N,?
8262,130,20,0,1054,4980,6080,1,-1,N,?
8263,130,6,0,1078,150,150,1,-0.999999,N,?
8264,108,2,0,1083,100,100,1,-0.538927,N,?
8265,130,6,0,1056,120,120,1,-0.740832,N,?
8266,130,20,0,1018,0,15920,1,-1,N,?
8267,101,3,0,1034,0,320,1,-0.997094,N,?
8268,130,6,0,1007,0,6590,1,-1,N,?
8269,130,16,0,1034,0,685,1,-1,N,?
8270,121,6,0,1083,0,0,1,-0.434017,N,?
8271,130,6,0,1019,0,0,2,-0.634679,N,?
8272,66,2,0,1019,0,0,2,0.790698,Y,?
8273,24,18,0,1022,0,285,2,-1,N,?
8274,130,20,0,1022,0,285,2,-1,N,?
8275,130,20,0,1022,0,6910,1,-1,N,?
8276,92,12,0,1048,0,0,1,-0.999631,N,?
8277,75,20,0,1034,0,0,3,-1,N,?
8278,75,20,0,1034,0,0,3,-1,N,?
8279,75,20,0,1034,0,0,3,-1,N,?
8280,130,16,0,1007,18,56,1,-1,N,?
8281,130,16,0,1018,90,126,1,-1,N,?
8282,130,6,0,1034,100,162,2,-0.99944,N,?
8283,130,3,0,1034,100,162,2,-0.999631,N,?
8284,130,18,0,1007,13,1151,1,-1,N,?
8285,75,20,0,1022,0,1827,4,-1,N,?
8286,75,20,0,1022,0,1827,4,-1,N,?
8287,130,16,0,1022,0,1827,4,-1,N,?
8288,75,20,0,1022,0,1827,4,-1,N,?
8289,127,18,0,1048,0,0,8,-1,N,?
8290,128,18,0,1048,0,0,8,-1,N,?
8291,128,18,0,1048,0,0,8,-1,N,?
8292,128,1,0,1048,0,0,8,0.98119,Y,?
8293,128,2,0,1048,0,0,8,0.994945,Y,?
8294,128,18,0,1048,0,0,8,-1,N,?
8295,130,1,1,1048,0,0,8,0.999996,Y,?
8296,128,1,0,1048,0,0,8,0.98119,Y,?
8297,111,16,0,1083,0,0,1,-1,N,?
8298,19,6,0,1083,0,0,2,0.997262,Y,?
8299,14,1,0,1083,0,0,2,0.970777,Y,?
8300,130,16,0,1034,0,41,1,-1,N,?
8301,130,16,0,1048,0,61,1,-1,N,?
8302,130,20,0,1007,0,1560,2,-1,N,?
8303,130,1,0,1007,0,1560,2,-1,N,?
8304,16,4,0,1056,0,76,1,0.996548,Y,?
8305,130,6,0,1034,0,3590,1,-1,N,?
8306,123,16,0,1018,0,425,1,-1,N,?
8307,130,6,0,1007,0,60,1,-0.680275,N,?
8308,130,16,0,1034,0,10,1,-1,N,?
8309,31,1,0,1083,0,350,1,-0.951634,N,?
8310,80,1,0,1034,0,0,2,-0.134637,N,?
8311,79,14,0,1034,0,0,2,-0.999998,N,?
8312,130,6,0,1048,516,10476,1,-1,N,?
8313,130,16,0,1018,42,42,1,-1,N,?
8314,130,20,0,1048,440,4552,1,-1,N,?
8315,130,16,0,1078,6560,6560,1,-1,N,?
8316,130,2,0,1034,200,422,1,-1,N,?
8317,130,6,0,1019,50,1980,1,-1,N,?
8318,130,8,0,1056,129,689,1,-1,N,?
8319,130,2,0,1018,1200,69738,1,-1,N,?
8320,130,16,0,1018,13958,24388,1,-1,N,?
8321,130,6,0,1019,180,180,1,-0.999999,N,?
8322,130,12,0,1007,181,631,1,-1,N,?
8323,62,20,0,1022,130,320,5,-1,N,?
8324,75,20,0,1022,130,320,5,-1,N,?
8325,75,1,0,1022,130,320,5,-0.975995,N,?
8326,75,20,0,1022,130,320,5,-1,N,?
8327,75,2,0,1022,130,320,5,-0.912932,N,?
8328,1,1,0,1056,230,2931,2,-1,N,?
8329,1,1,0,1056,230,2931,2,-1,N,?
8330,130,18,0,1054,25,25,1,-1,N,?
8331,130,6,0,1083,56,56,1,-0.689851,N,?
8332,130,6,0,1083,161,161,1,-0.999999,N,?
8333,130,6,1,1034,300,19586,1,-1,N,?
8334,130,3,0,1034,108,309,2,-0.995706,N,?
8335,75,3,0,1034,108,309,2,-0.713733,N,?
8336,130,2,0,1007,14549,4550,1,-1,N,?
8337,130,2,0,1018,1550,1550,1,-1,N,?
8338,123,4,0,1007,30,150,3,-0.996893,N,?
8339,120,4,0,1007,30,150,3,-0.996004,N,?
8340,130,20,0,1007,30,150,3,-1,N,?
8341,23,2,0,1018,30,679,4,-1,N,?
8342,97,16,0,1083,30,679,4,-1,N,?
8343,26,6,0,1018,30,679,4,-1,N,?
8344,130,11,0,1018,30,679,4,-1,N,?
8345,15,2,0,1034,151,1586,1,-1,N,?
8346,130,2,0,1018,1050,1740,1,-1,N,?
8347,71,17,0,1007,0,285,2,-1,N,?
8348,80,13,0,1007,0,285,2,-1,N,?
8349,130,3,0,1078,0,0,1,-0.796259,N,?
8350,130,2,0,1018,0,70,1,-0.917122,N,?
8351,56,18,0,1007,0,210,1,-1,N,?
8352,130,2,0,1022,0,9642,1,-1,N,?
8353,97,20,0,1022,0,18,1,-1,N,?
8354,130,10,0,1007,0,0,1,-0.997313,N,?
8355,107,5,1,1083,0,0,2,0.999833,Y,?
8356,128,10,0,1083,0,0,1,-0.996926,N,?
8357,80,20,0,1034,0,0,1,-1,N,?
8358,54,17,0,1018,0,300,2,-1,N,?
8359,130,16,0,1056,0,300,2,-1,N,?
8360,130,2,0,1034,0,0,3,-0.787848,N,?
8361,130,20,0,1034,0,0,3,-1,N,?
8362,60,3,0,1034,0,0,3,0.970396,Y,?
8363,130,3,0,1007,0,0,1,-0.778371,N,?
8364,130,11,0,1007,0,30,1,-0.999718,N,?
8365,106,20,0,1083,0,0,1,-1,N,?
8366,128,10,0,1048,0,1550,1,-1,N,?
8367,58,6,0,1007,0,0,1,0.959296,Y,?
8368,130,16,0,1048,0,0,1,-1,N,?
8369,129,3,0,1034,0,6687,1,-1,N,?
8370,31,1,0,1018,0,1515,1,-1,N,?
8371,124,12,0,1034,0,30,1,-0.999972,N,?
8372,55,1,0,1054,0,0,1,0.526366,Y,?
8373,130,20,0,1022,0,144,1,-1,N,?
8374,130,3,0,1048,0,0,2,-0.761367,N,?
8375,130,2,1,1048,0,0,2,0.993203,Y,?
8376,130,2,0,1007,0,10560,1,-1,N,?
8377,130,16,0,1034,0,8125,1,-1,N,?
8378,130,10,0,1018,0,90,1,-0.997661,N,?
8379,16,1,0,1048,0,0,1,0.946904,Y,?
8380,130,16,0,1056,0,3543,1,-1,N,?
8381,107,5,1,1083,0,0,6,0.999996,Y,?
8382,36,3,0,1048,0,6,2,0.986197,Y,?
8383,130,2,0,1048,0,278,1,-0.999893,N,?
8384,108,18,0,1083,0,0,1,-1,N,?
8385,6,20,0,1019,0,0,1,-1,N,?
8386,130,13,0,1054,0,0,1,-0.999999,N,?
8387,130,12,1,1018,0,960,1,-1,N,?
8388,130,1,0,1078,16026,16026,1,-1,N,?
8389,129,18,0,1083,110,110,1,-1,N,?
8390,8,2,0,1007,19895,38122,2,-1,N,?
8391,130,11,0,1019,19895,38122,2,-1,N,?
8392,130,16,0,1054,122,4274,1,-1,N,?
8393,130,20,0,1018,0,0,1,-1,N,?
8394,130,16,0,1022,0,0,3,-1,N,?
8395,94,4,0,1048,0,0,3,0.811342,Y,?
8396,87,4,0,1048,0,0,3,0.884707,Y,?
8397,130,20,0,1056,0,0,1,-1,N,?
8398,130,6,0,1048,0,2235,1,-1,N,?
8399,130,6,0,1056,1200,1200,2,-1,N,?
8400,130,3,0,1022,1200,1200,2,-1,N,?
8401,130,16,0,1048,800,800,1,-1,N,?
8402,130,16,0,1007,22194,57692,1,-1,N,?
8403,61,1,1,1083,20,20,1,0.999862,Y,?
8404,130,16,0,1018,788,3420,1,-1,N,?
8405,130,2,0,1034,18,3081,1,-1,N,?
8406,130,1,0,1007,3410,7129,1,-1,N,?
8407,98,16,0,1034,0,0,1,-1,N,?
8408,11,16,0,1034,0,0,1,-1,N,?
8409,125,20,0,1022,0,0,3,-1,N,?
8410,125,9,0,1022,0,0,3,-0.938423,N,?
8411,119,20,0,1022,0,0,3,-1,N,?
8412,114,13,1,1083,0,0,1,-0.979395,N,?
8413,4,4,0,1019,0,0,1,0.998385,Y,?
8414,130,6,0,1018,0,1771,1,-1,N,?
8415,130,3,0,1056,68,1448,1,-1,N,?
8416,130,2,0,1018,630,4566,1,-1,N,?
8417,107,1,1,1034,10,10,1,0.999564,Y,?
8418,128,18,0,1083,0,0,1,-1,N,?
8419,130,14,0,1048,0,0,1,-1,N,?
8420,130,2,0,1048,0,0,1,-0.923755,N,?
8421,130,16,0,1056,0,11506,1,-1,N,?
8422,37,1,0,1007,0,30,3,0.950449,Y,?
8423,80,1,0,1007,0,30,3,0.362605,Y,?
8424,117,16,0,1007,0,30,3,-1,N,?
8425,75,12,0,1018,0,0,2,-0.980146,N,?
8426,130,16,0,1018,0,0,2,-1,N,?
8427,130,6,0,1048,0,0,3,-0.382226,N,?
8428,130,12,0,1048,0,0,3,-0.999951,N,?
8429,107,5,1,1083,0,0,1,0.999772,Y,?
8430,9,1,0,1018,0,200,2,0.125062,Y,?
8431,130,3,0,1034,0,200,2,-0.999631,N,?
8432,114,4,0,1048,0,0,1,-0.221272,N,?
8433,130,1,0,1007,0,1260,1,-1,N,?
8434,130,6,0,1018,0,316,1,-0.999547,N,?
8435,104,1,0,1083,0,0,1,-0.801574,N,?
8436,107,5,1,1083,0,0,6,0.999996,Y,?
8437,114,16,0,1034,0,0,3,-1,N,?
8438,118,6,0,1034,0,0,3,0.109116,Y,?
8439,32,20,0,1034,0,0,3,-1,N,?
8440,130,2,0,1007,0,510,1,-1,N,?
8441,129,2,0,1018,0,5606,1,-1,N,?
8442,114,7,0,1083,0,0,2,-0.330682,N,?
8443,130,18,0,1019,0,0,2,-1,N,?
8444,130,6,0,1048,0,20,1,-0.735983,N,?
8445,130,4,0,1007,0,1104,1,-1,N,?
8446,84,20,0,1083,0,0,2,-1,N,?
8447,130,10,0,1083,0,0,2,-0.996476,N,?
8448,130,6,0,1018,930,17310,1,-1,N,?
8449,130,16,0,1018,3230,38966,1,-1,N,?
8450,130,2,0,1078,120,120,1,-0.914034,N,?
8451,130,12,0,1007,0,0,1,-0.999979,N,?
8452,38,1,0,1018,0,0,1,0.984424,Y,?
8453,130,16,0,1007,0,6721,1,-1,N,?
8454,130,3,0,1018,0,10,1,-0.802423,N,?
8455,130,18,0,1083,0,0,1,-1,N,?
8456,130,16,0,1007,0,950,1,-1,N,?
8457,130,16,0,1034,300,3501,1,-1,N,?
8458,130,7,0,1018,50,220,1,-0.997501,N,?
8459,91,1,0,1054,6,6,1,-0.605475,N,?
8460,130,12,0,1018,935,1740,1,-1,N,?
8461,130,16,0,1018,1224,1464,1,-1,N,?
8462,92,19,0,1034,1650,5196,2,-1,N,?
8463,130,2,0,1034,1650,5196,2,-1,N,?
8464,130,3,0,1018,0,0,1,0.076706,Y,?
8465,130,2,0,1048,0,6,1,-0.924364,N,?
8466,107,5,1,1083,0,0,6,0.999996,Y,?
8467,130,20,0,1034,0,0,2,-1,N,?
8468,69,10,0,1048,0,0,1,-0.773379,N,?
8469,37,1,0,1054,0,0,1,0.82291,Y,?
8470,99,6,0,1007,0,0,1,0.415092,Y,?
8471,124,1,0,1083,0,0,1,-0.958248,N,?
8472,107,5,1,1083,0,0,6,0.999996,Y,?
8473,106,5,1,1007,30,30,7,1,Y,?
8474,106,5,1,1083,0,0,6,0.999997,Y,?
8475,106,5,1,1048,0,0,4,0.999915,Y,?
8476,106,5,1,1083,0,0,6,0.999997,Y,?
8477,106,5,1,1083,0,0,6,0.999997,Y,?
8478,106,5,1,1083,0,0,6,0.999997,Y,?
8479,130,6,0,1034,0,0,1,-0.740413,N,?
8480,130,16,0,1034,90,460,1,-1,N,?
8481,130,16,0,1018,900,11191,1,-1,N,?
8482,113,2,0,1048,20,121,1,-0.719522,N,?
8483,130,12,0,1056,345,1861,1,-1,N,?
8484,130,19,0,1022,0,0,1,-1,N,?
8485,116,20,0,1034,0,400,2,-1,N,?
8486,130,20,0,1034,0,400,2,-1,N,?
8487,130,16,0,1018,0,50,1,-1,N,?
8488,80,6,0,1018,0,450,1,-1,N,?
8489,130,4,0,1034,0,1384,1,-1,N,?
8490,130,1,0,1056,700,9605,1,-1,N,?
8491,130,20,0,1007,0,0,8,-1,N,?
8492,130,1,0,1007,0,0,8,0.982044,Y,?
8493,130,8,0,1007,0,0,8,0.993207,Y,?
8494,130,20,0,1007,0,0,8,-1,N,?
8495,130,16,0,1007,0,0,8,-1,N,?
8496,130,12,0,1007,0,0,8,-0.838529,N,?
8497,130,1,0,1007,0,0,8,0.982044,Y,?
8498,130,12,0,1007,0,0,8,-0.838529,N,?
8499,130,6,0,1018,0,105,1,0.324586,Y,?
8500,130,6,0,1019,0,17,1,-0.718009,N,?
8501,85,18,0,1018,0,500,1,-1,N,?
8502,113,12,0,1007,0,6,1,-0.999915,N,?
8503,130,3,0,1034,0,356,1,-0.999735,N,?
8504,130,2,0,1018,0,2979,1,-1,N,?
8505,75,4,0,1056,0,100,5,0.985523,Y,?
8506,28,4,0,1056,0,100,5,0.999343,Y,?
8507,130,20,0,1056,0,100,5,-1,N,?
8508,75,4,0,1056,0,100,5,0.985523,Y,?
8509,75,4,0,1056,0,100,5,0.985523,Y,?
8510,130,6,0,1018,0,1180,1,-1,N,?
8511,75,1,0,1034,0,0,8,0.999709,Y,?
8512,130,2,0,1034,0,0,8,0.993979,Y,?
8513,15,11,1,1034,0,0,8,1,Y,?
8514,78,4,0,1034,0,0,8,0.999978,Y,?
8515,75,20,0,1034,0,0,8,-1,N,?
8516,13,16,0,1034,0,0,8,-0.999704,N,?
8517,15,15,0,1034,0,0,8,-0.98212,N,?
8518,106,5,1,1034,0,995,6,-1,N,?
8519,35,20,0,1054,0,0,3,-1,N,?
8520,76,6,0,1054,0,0,3,0.939638,Y,?
8521,130,15,0,1054,0,0,3,-1,N,?
8522,130,3,0,1034,0,3491,1,-1,N,?
8523,112,8,1,1048,0,100,6,0.999952,Y,?
8524,118,1,0,1048,0,100,6,0.275053,Y,?
8525,105,9,0,1048,0,100,6,0.524917,Y,?
8526,124,16,0,1048,0,100,6,-1,N,?
8527,118,11,1,1048,0,100,6,0.981202,Y,?
8528,120,3,1,1048,0,100,6,0.999974,Y,?
8529,124,12,0,1018,0,0,1,-0.999969,N,?
8530,130,16,0,1054,5268,21672,1,-1,N,?
8531,130,11,0,1083,1170,1170,2,-1,N,?
8532,7,1,0,1007,1170,1170,2,-1,N,?
8533,130,16,0,1018,987,2230,1,-1,N,?
8534,130,2,0,1007,62,132,1,-0.905432,N,?
8535,130,3,0,1048,30,1496,1,-1,N,?
8536,86,20,0,1054,0,0,2,-1,N,?
8537,86,20,0,1054,0,0,2,-1,N,?
8538,130,16,0,1018,0,0,1,-1,N,?
8539,74,1,0,1056,0,950,4,-1,N,?
8540,74,1,0,1056,0,950,4,-1,N,?
8541,130,20,0,1056,0,950,4,-1,N,?
8542,74,1,0,1056,0,950,4,-1,N,?
8543,130,10,0,1034,0,1300,1,-1,N,?
8544,121,6,0,1056,0,0,1,-0.514973,N,?
8545,92,9,0,1034,0,410,2,-1,N,?
8546,75,1,0,1054,0,410,2,-1,N,?
8547,121,16,0,1048,0,0,1,-1,N,?
8548,73,20,0,1048,0,0,3,-1,N,?
8549,74,20,0,1048,0,0,3,-1,N,?
8550,130,11,0,1048,0,0,3,-0.99931,N,?
8551,130,6,1,1054,13178,29182,1,-1,N,?
8552,130,12,0,1007,146,18719,1,-1,N,?
8553,130,2,0,1056,1330,11068,1,-1,N,?
8554,130,16,0,1019,15595,51147,1,-1,N,?
8555,130,13,0,1007,650,1128,1,-1,N,?
8556,130,16,0,1018,60,60,1,-1,N,?
8557,130,6,0,1054,13748,64520,1,-1,N,?
8558,130,2,0,1007,3240,3246,1,-1,N,?
8559,130,20,0,1054,48244,70528,1,-1,N,?
8560,130,6,0,1018,3810,20263,2,-1,N,?
8561,106,5,1,1018,0,0,1,0.999769,Y,?
8562,130,4,0,1018,0,369,1,-0.994848,N,?
8563,97,2,0,1018,0,0,1,-0.212849,N,?
8564,46,1,0,1056,0,0,1,0.706747,Y,?
8565,130,2,0,1018,0,7857,1,-1,N,?
8566,106,5,1,1083,0,0,6,0.999997,Y,?
8567,129,2,1,1048,0,1916,1,-1,N,?
8568,130,16,0,1007,0,692,1,-1,N,?
8569,86,2,0,1018,0,0,2,0.346465,Y,?
8570,130,2,0,1018,0,0,2,-0.887638,N,?
8571,10,3,0,1034,0,0,2,0.996955,Y,?
8572,13,2,0,1034,0,0,2,0.990941,Y,?
8573,130,11,0,1007,0,78231,1,-1,N,?
8574,1,17,0,1018,0,3255,6,-1,N,?
8575,1,10,0,1018,0,3255,6,-1,N,?
8576,1,12,0,1018,0,3255,6,-1,N,?
8577,3,7,0,1018,0,3255,6,-1,N,?
8578,1,16,0,1018,0,3255,6,-1,N,?
8579,3,20,0,1018,0,3255,6,-1,N,?
8580,10,1,0,1022,0,0,1,0.963012,Y,?
8581,110,1,1,1083,0,0,1,0.994637,Y,?
8582,130,16,0,1034,0,40,1,-1,N,?
8583,130,6,0,1007,0,30,1,-0.680106,N,?
8584,130,3,0,1048,0,0,4,-0.54368,N,?
8585,130,2,0,1048,0,0,4,-0.790433,N,?
8586,130,16,0,1048,0,0,4,-1,N,?
8587,130,12,0,1048,0,0,4,-0.99995,N,?
8588,120,7,0,1022,0,0,1,-0.67695,N,?
8589,38,16,0,1078,0,1195,1,-1,N,?
8590,75,2,0,1048,0,0,1,0.50952,Y,?
8591,130,12,0,1018,0,6720,1,-1,N,?
8592,15,16,0,1018,0,1312,7,-1,N,?
8593,1,20,0,1022,0,1312,7,-1,N,?
8594,1,1,0,1022,0,1312,7,-1,N,?
8595,7,1,0,1022,0,1312,7,-1,N,?
8596,1,1,0,1022,0,1312,7,-1,N,?
8597,1,1,0,1022,0,1312,7,-1,N,?
8598,130,18,0,1018,0,1312,7,-1,N,?
8599,85,3,0,1022,0,0,4,0.840568,Y,?
8600,85,3,0,1022,0,0,4,0.840568,Y,?
8601,85,3,0,1022,0,0,4,0.840568,Y,?
8602,96,3,0,1022,0,0,4,0.666811,Y,?
8603,115,16,0,1048,0,0,2,-1,N,?
8604,50,20,0,1048,0,0,2,-1,N,?
8605,130,11,0,1048,0,812,1,-1,N,?
8606,130,1,0,1034,0,188,1,-0.99971,N,?
8607,127,20,0,1048,0,35,8,-1,N,?
8608,130,1,0,1048,0,35,8,0.977694,Y,?
8609,123,16,0,1048,0,35,8,-1,N,?
8610,127,12,0,1048,0,35,8,-0.832736,N,?
8611,130,7,1,1048,0,35,8,0.999999,Y,?
8612,127,20,0,1048,0,35,8,-1,N,?
8613,127,20,0,1048,0,35,8,-1,N,?
8614,129,20,0,1048,0,35,8,-1,N,?
8615,130,6,0,1048,0,0,1,-0.736244,N,?
8616,130,2,0,1018,100,250,1,-0.999883,N,?
8617,130,2,0,1018,156,176,2,-0.999997,N,?
8618,42,10,0,1007,156,176,2,-0.999995,N,?
8619,130,1,0,1048,30,60,1,-0.97906,N,?
8620,106,5,1,1083,0,0,6,0.999997,Y,?
8621,130,6,0,1018,100,170,1,-0.995362,N,?
8622,130,2,0,1048,390,2310,1,-1,N,?
8623,130,16,0,1034,360,30601,1,-1,N,?
8624,130,10,0,1048,0,250,1,-0.999997,N,?
8625,128,16,0,1018,0,0,1,-1,N,?
8626,54,18,0,1083,0,0,1,-1,N,?
8627,130,6,0,1022,0,382,1,-0.999575,N,?
8628,38,19,0,1019,0,39,3,-1,N,?
8629,130,16,0,1018,0,39,3,-1,N,?
8630,20,11,1,1019,0,39,3,0.999645,Y,?
8631,75,3,0,1048,0,123,2,0.826609,Y,?
8632,130,16,0,1048,0,123,2,-1,N,?
8633,130,20,0,1056,0,0,1,-1,N,?
8634,95,1,0,1007,0,200,4,-0.998136,N,?
8635,74,8,0,1007,0,200,4,-0.976587,N,?
8636,74,6,0,1007,0,200,4,-0.879598,N,?
8637,130,16,0,1007,0,200,4,-1,N,?
8638,66,4,0,1078,0,0,1,0.931929,Y,?
8639,130,2,0,1018,0,2655,1,-1,N,?
8640,130,17,0,1018,0,460,1,-1,N,?
8641,130,6,0,1022,0,10870,1,-1,N,?
8642,130,16,0,1022,0,116,1,-1,N,?
8643,130,16,0,1007,0,7117,1,-1,N,?
8644,104,3,0,1048,0,0,8,0.999721,Y,?
8645,117,2,1,1048,0,0,8,1,Y,?
8646,98,20,1,1048,0,0,8,-1,N,?
8647,100,2,0,1048,0,0,8,0.999486,Y,?
8648,130,16,0,1048,0,0,8,-1,N,?
8649,106,5,1,1083,0,0,6,0.999997,Y,?
8650,103,1,0,1048,0,0,8,0.997565,Y,?
8651,114,1,1,1048,0,0,8,0.999999,Y,?
8652,1,1,0,1056,100,17614,3,-1,N,?
8653,130,6,0,1056,100,17614,3,-1,N,?
8654,1,1,0,1056,100,17614,3,-1,N,?
8655,130,20,0,1083,5630,5630,1,-1,N,?
8656,130,2,0,1007,19028,95168,1,-1,N,?
8657,130,6,0,1078,37152,36220,1,-1,N,?
8658,130,4,0,1048,0,0,1,-0.712434,N,?
8659,130,20,0,1019,0,756,2,-1,N,?
8660,130,6,0,1022,0,756,2,-1,N,?
8661,80,12,0,1007,0,5268,2,-1,N,?
8662,33,1,0,1007,0,5268,2,-1,N,?
8663,130,16,0,1007,0,2420,1,-1,N,?
8664,120,6,0,1048,0,0,1,-0.48317,N,?
